,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
 1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
How many times does the climber's hands or feet touch the lit holds?,/nas2/benchmarks/vpi/real/processed/bouldering/0009_pt1.mp4,bouldering,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the maximum number of touches the climber's hands or feet make to a single lit holds?,/nas2/benchmarks/vpi/real/processed/bouldering/0009_pt1.mp4,bouldering,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the climber's hands or feet touch the lit holds?,/nas2/benchmarks/vpi/real/processed/bouldering/0010_pt1.mp4,bouldering,No,Count,Atmoic,Willis,"Action ambiguity, Multi-entity attribution, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the maximum number of touches the climber's hands or feet make to a single lit holds?,/nas2/benchmarks/vpi/real/processed/bouldering/0010_pt1.mp4,bouldering,No,Count,Dict,Willis,"Action ambiguity, Multi-entity attribution, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with red and white gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0001_pt1.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with organge shorts throw?,/nas2/benchmarks/vpi/real/processed/boxing/0001_pt2.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with red and white gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0001_pt3.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with organge shorts throw?,/nas2/benchmarks/vpi/real/processed/boxing/0001_pt4.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with red and white gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0001_pt5.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with black pants throw?,/nas2/benchmarks/vpi/real/processed/boxing/0002_pt1.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with black pants throw?,/nas2/benchmarks/vpi/real/processed/boxing/0002_pt2.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with black pants throw?,/nas2/benchmarks/vpi/real/processed/boxing/0002_pt3.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with black pants throw?,/nas2/benchmarks/vpi/real/processed/boxing/0002_pt4.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with red gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0003_pt1.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with red gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0003_pt2.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with red gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0003_pt3.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with red gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0003_pt4.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many left punches does the boxer with white gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0004_pt1.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many right punches does the boxer with white gloves throw?,/nas2/benchmarks/vpi/real/processed/boxing/0004_pt1.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the boxer with the red glove touch the opponent?,/nas2/benchmarks/vpi/real/processed/boxing/0004_pt2.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many punches does the boxer with white gloves land on the opponent?,/nas2/benchmarks/vpi/real/processed/boxing/0004_pt3.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
how many punches does the blue boxer throw,/nas2/benchmarks/vpi/real/processed/boxing/0005_pt1.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
how many punches does the blue boxer throw,/nas2/benchmarks/vpi/real/processed/boxing/0005_pt2.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
how many punches does the blue boxer throw,/nas2/benchmarks/vpi/real/processed/boxing/0005_pt3.mp4,boxing,No,Count,Atmoic,Edwin,"Action ambiguity, Multi-entity attribution",Indexed counters,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many people are standing on this carrousel?,/nas2/benchmarks/vpi/real/processed/carousel/0001_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many horses on the outmost circle shown in the video?,/nas2/benchmarks/vpi/real/processed/carousel/0001_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many people are in the carousel?,/nas2/benchmarks/vpi/real/processed/carousel/0002_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times did the person pass an exit? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0003_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many complete rounds did the person ride?,/nas2/benchmarks/vpi/real/processed/carousel/0003_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many exits are there in the carousel? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0003_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times did the person pass an exit? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0003_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many complete rounds did the person ride?,/nas2/benchmarks/vpi/real/processed/carousel/0003_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many exits are there in the carousel? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0003_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times did the person pass an exit? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0004_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many different red exits are there in the carousel? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0004_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,No
How many complete rounds did the person ride?,/nas2/benchmarks/vpi/real/processed/carousel/0004_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times did the person pass an exit? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0004_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many complete rounds did the person ride?,/nas2/benchmarks/vpi/real/processed/carousel/0004_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many different red exits are there in the carousel? Count only barred gates that have a red inverted-triangle sign on them as exits.,/nas2/benchmarks/vpi/real/processed/carousel/0004_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Camera motion, Homogeneity",Counter,,FALSE,,,,,,,,,,,,,,,,,,,,No
How many people are on the carousel?,/nas2/benchmarks/vpi/real/processed/carousel/0005_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many people are on a ride that don't go up and down?,/nas2/benchmarks/vpi/real/processed/carousel/0005_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many people are sitting?,/nas2/benchmarks/vpi/real/processed/carousel/0005_pt2.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many complete rounds did the person ride?,/nas2/benchmarks/vpi/real/processed/carousel/0006_pt1.mp4,carousel,No,Count,Atmoic,Edwin,"Multi-entity attribution, Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many cups of espresso are made or being made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0001_pt1.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many cups of espresso are made or being made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0001_pt2.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many cups of latte are made or being made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0001_pt3.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many cups of espresso are made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0002_pt1.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many cups of latte are made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0002_pt2.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many servings of espresso are added to the can? One portafilter makes one serving.,/nas2/benchmarks/vpi/real/processed/coffee/0002_pt3.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many cups of espresso are made or being made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0003_pt1.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many cups of latte are made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0003_pt2.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many times does the barista pour with the glass pitcher?,/nas2/benchmarks/vpi/real/processed/coffee/0003_pt3.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many different portafilters are being used by the barista by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0004_pt1.mp4,coffee,No,Count,Atmoic,Willis,"Camera motion, Occlusion",Counter,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many lattes are made or being made by the end of video?,/nas2/benchmarks/vpi/real/processed/coffee/0004_pt2.mp4,coffee,No,Count,Atmoic,Willis,Camera motion,Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many wooden objects are on the counter?,/nas2/benchmarks/vpi/real/processed/cooking/0001_pt0.mp4,cooking,No,Count,Atmoic,Willis,Camera motion,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many pans are on the stove?,/nas2/benchmarks/vpi/real/processed/cooking/0001_pt0.mp4,cooking,No,Count,Atmoic,Willis,Camera motion,,,FALSE,,,,,,,,,,,,,,,,,,,,
How many cuts does he make to the shallots?,/nas2/benchmarks/vpi/real/processed/cooking/0001_pt1.mp4,cooking,No,Count,Atmoic,Sihyun,Action ambiguity,Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many distinct pieces does he cut the potato into?,/nas2/benchmarks/vpi/real/processed/cooking/0002_pt0.mp4,cooking,No,Count,Atmoic,Sihyun,Action ambiguity,Counter,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many pieces of potato does he touch with the spoon?,/nas2/benchmarks/vpi/real/processed/cooking/0002_pt1.mp4,cooking,No,Attribute,Set,Sihyun,"Action ambiguity, Homogeneity",Set,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many steps did the person do to solve the cube?,/nas2/benchmarks/vpi/real/processed/cube/0001_pt1.mp4,cube,No,Count,Atmoic,Sihyun,"Occlusion, Homogeneity",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"Where does the cubie with the green sticker (at the top-left of the front face from the viewer's perspective) end up?
 
 (A) top-right
 (B) top-left
 (C) bottom-left
 (D) bottom-right",/nas2/benchmarks/vpi/real/processed/cube/0001_pt2.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",Discrete location,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"Where does the cubie with the blue sticker (at the bottom-left of the front face from the viewer's perspective) end up?
 
 (A) bottom-right
 (B) bottom-left
 (C) top-left
 (D) top-right",/nas2/benchmarks/vpi/real/processed/cube/0001_pt3.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",Discrete location,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"Where does the cubie with the orange sticker (at the top-right of the left face from the viewer's perspective) end up?
 
 (A) top-right
 (B) top-left
 (C) bottom-left
 (D) bottom-right",/nas2/benchmarks/vpi/real/processed/cube/0002_pt1.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",Discrete location,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"Where does the cubie with the green sticker (the one pointed by the person's right index finger at the start of the video) end up?
 
 (A) top-right
 (B) top-left
 (C) bottom-right
 (D) bottom-left",/nas2/benchmarks/vpi/real/processed/cube/0002_pt2.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",Discrete location,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"Where does the cubie with the red sticker (at the top-right of the front face from the viewer's perspective) end up?
 
 (A) top-right
 (B) bottom-right
 (C) bottom-left
 (D) top-left",/nas2/benchmarks/vpi/real/processed/cube/0002_pt3.mp4,cube,No,Location,Atmoic,Sihyun,"Occlusion, Homogeneity",Discrete location,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"Who will win the cup race?
  
  (A) The person on the left will win.
  (B) The person on the right will win.",/nas2/benchmarks/vpi/real/processed/cup_race/0001_pt1.mp4,cup_race,No,Attribute,Dict,Willis,Multi-entity attribution,Indexed attributes,Project,TRUE,,,,,,,,,,,,,,,,,,,,Yes
"Who will win the cup race?
  
  (A) The person on the right will win.
  (B) The person on the left will win.",/nas2/benchmarks/vpi/real/processed/cup_race/0001_pt2.mp4,cup_race,No,Attribute,Dict,Willis,Multi-entity attribution,Indexed attributes,Project,TRUE,,,,,,,,,,,,,,,,,,,,Yes
"Who will win the cup race?
  
  (A) The person on the right will win.
  (B) The person on the left will win.",/nas2/benchmarks/vpi/real/processed/cup_race/0001_pt3.mp4,cup_race,No,Attribute,Dict,Willis,Multi-entity attribution,Indexed attributes,Project,TRUE,,,,,,,,,,,,,,,,,,,,Yes
"Who will win the cup race?
  
  (A) The person on the right will win.
  (B) The person on the left will win.",/nas2/benchmarks/vpi/real/processed/cup_race/0002_pt1.mp4,cup_race,No,Attribute,Dict,Willis,Multi-entity attribution,Indexed attributes,Project,TRUE,,,,,,,,,,,,,,,,,,,,Yes
