,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
What's the field goal percentage of the player with the white tank top? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt10.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the field goal percentage of the player with white tank top?,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many back-and-forth exchanges take place during the 1-on-1 game shown?,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt3.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many three-pointers are made in the video by all players?,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt4.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many three-pointers are made by the player with the light-colored shirt?,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt5.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many successful defensive plays are made in the video?,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt6.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goals are scored by the player with the light-colored shirt?,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt7.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total field goal percentage of both players in the video? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt8.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the ratio of three-pointers made to all goals scored by the player with the white tank top? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0002_pt9.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goal attempts are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many shots are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many 3-pointers are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total 3-pointer field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of shots made by one team?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of 3-pointers made by one team?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest field goal percentage by one team? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest 3-pointer field goal percentage by one team? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of goal attempts by a single player?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of shots made by a single player?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of 3-pointers made by a single player?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest field goal percentage by a single player? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest 3-pointer field goal percentage by a single player? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many different players make a shot in the video?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt1.mp4,basketball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Set,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goal attempts are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many shots are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many 3-pointers are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total 3-pointer field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of shots made by one team?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of 3-pointers made by one team?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest field goal percentage by one team? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest 3-pointer field goal percentage by one team? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
"""What's the number of **different** players that make a shot attempt in the video?""",/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Set,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many different players make a shot in the video?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt10.mp4,basketball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Set,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many goal attempts are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many shots are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many 3-pointers are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total 3-pointer field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of shots made by one team?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of 3-pointers made by one team?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest field goal percentage by one team? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest 3-pointer field goal percentage by one team? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of goal attempts by a single player?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of shots made by a single player?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest number of 3-pointers made by a single player?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest field goal percentage by a single player? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the largest 3-pointer field goal percentage by a single player? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
"""What's the number of **different** players that make a shot attempt in the video?""",/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Set,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many different players make a shot in the video?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt2.mp4,basketball,No,Attribute,Set,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Set,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
How many shots are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt3.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
How many 3-pointers are made in total?,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt3.mp4,basketball,No,Count,Atmoic,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Counter,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt3.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
What's the total 3-pointer field goal percentage? Round to the nearest integer in percentage.,/nas2/benchmarks/vpi/real/processed/basketball/0003_pt3.mp4,basketball,No,Count,Dict,Sihyun,"Action ambiguity, Multi-entity attribution, Camera motion, Occlusion",Indexed counters,Aggregate,FALSE,,,,,,,,,,,,,,,,,,,,No
